цена,комнат,площадь,жилая_площадь,площадь_кухни,этаж,этажность_дома,тип_рынка,отделка,регион,станция_метро,минут_до_метро
6300000.0,1.0,30.6,11.1,8.5,25.0,25,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,6.0
9000000.0,1.0,49.2,20.0,10.0,6.0,15,Вторичный рынок,Евроремонт,Московская область,Павшино,2.0
11090000.0,1.0,44.7,16.2,13.1,10.0,25,Вторичный рынок,Косметический ремонт,Московская область,Мякинино,14.0
8300000.0,1.0,35.1,16.0,11.0,12.0,33,Вторичный рынок,Евроремонт,Московская область,Строгино,8.0
6450000.0,1.0,37.7,15.2,4.0,5.0,5,Вторичный рынок,Без отделки,Московская область,Опалиха,6.0
7150000.0,1.0,38.4,18.0,8.0,8.0,18,Вторичный рынок,Евроремонт,Московская область,Опалиха,6.0
7400000.0,1.0,33.0,16.0,8.0,7.0,7,Вторичный рынок,Евроремонт,Московская область,Нахабино,11.0
7500000.0,1.0,25.0,14.8,8.7,16.0,34,Вторичный рынок,Евроремонт,Московская область,Строгино,27.0
7800000.0,1.0,41.8,18.0,10.0,6.0,17,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,6.0
7999999.0,1.0,44.0,19.0,11.0,11.0,24,Вторичный рынок,Дизайнерский ремонт,Московская область,Тушинская,35.0
9000000.0,1.0,44.8,15.0,10.3,5.0,6,Вторичный рынок,Евроремонт,Московская область,Аникеевка,17.0
12300000.0,1.0,39.0,21.9,9.9,26.0,30,Вторичный рынок,Дизайнерский ремонт,Московская область,Волоколамская,16.0
14000000.0,1.0,48.0,23.0,9.0,12.0,28,Вторичный рынок,Дизайнерский ремонт,Московская область,Волоколамская,12.0
6000000.0,1.0,33.8,17.0,7.0,4.0,9,Вторичный рынок,Без отделки,Московская область,Павшино,3.0
6200000.0,1.0,32.7,18.0,6.0,9.0,9,Вторичный рынок,Евроремонт,Московская область,Красногорская,19.0
6300000.0,1.0,32.1,18.4,9.3,2.0,9,Вторичный рынок,Без отделки,Московская область,Красногорская,19.0
6500000.0,1.0,34.9,17.0,9.0,2.0,14,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,7.0
6800000.0,1.0,38.0,17.4,9.0,8.0,14,Вторичный рынок,Евроремонт,Московская область,Опалиха,7.0
7350000.0,1.0,40.0,16.1,9.8,17.0,24,Вторичный рынок,Евроремонт,Московская область,Опалиха,6.0
8100000.0,1.0,47.6,26.0,12.0,8.0,11,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,6.0
8200000.0,1.0,32.5,18.6,9.3,1.0,8,Вторичный рынок,Дизайнерский ремонт,Московская область,Опалиха,12.0
8600000.0,1.0,36.5,13.0,15.0,23.0,33,Вторичный рынок,Дизайнерский ремонт,Московская область,Строгино,8.0
9200000.0,1.0,33.75,16.5,8.6,3.0,8,Вторичный рынок,Дизайнерский ремонт,Московская область,Опалиха,5.0
9300000.0,1.0,39.1,18.0,11.0,17.0,29,Вторичный рынок,Без отделки,Московская область,Волоколамская,15.0
10099000.0,1.0,38.0,21.3,9.8,6.0,19,Вторичный рынок,Дизайнерский ремонт,Московская область,Мякинино,16.0
11000000.0,1.0,50.8,23.2,11.6,14.0,22,Вторичный рынок,Косметический ремонт,Московская область,Строгино,11.0
14000000.0,1.0,38.1,21.4,9.8,5.0,19,Вторичный рынок,Дизайнерский ремонт,Московская область,Мякинино,16.0
7800000.0,1.0,39.5,16.6,12.0,20.0,26,Вторичный рынок,Евроремонт,Московская область,Опалиха,6.0
7750000.0,1.0,39.5,14.0,14.1,2.0,26,Вторичный рынок,Евроремонт,Московская область,Опалиха,7.0
8300000.0,1.0,44.0,18.0,11.6,10.0,25,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,5.0
8500000.0,1.0,32.1,9.0,18.0,23.0,45,Вторичный рынок,Евроремонт,Московская область,Пенягино,16.0
9400000.0,1.0,42.0,9.0,10.1,4.0,23,Вторичный рынок,Косметический ремонт,Московская область,Пенягино,9.0
9500000.0,1.0,37.7,18.9,7.4,8.0,17,Вторичный рынок,Без отделки,Московская область,Мякинино,20.0
9600000.0,1.0,38.6,21.6,9.8,16.0,17,Вторичный рынок,Косметический ремонт,Московская область,Мякинино,20.0
9700000.0,1.0,42.3,23.5,10.1,7.0,17,Вторичный рынок,Евроремонт,Московская область,Митино,7.0
10300000.0,1.0,38.6,17.0,12.0,16.0,32,Вторичный рынок,Евроремонт,Московская область,Строгино,8.0
11000000.0,1.0,43.0,19.6,5.0,3.0,17,Вторичный рынок,Евроремонт,Московская область,Мякинино,15.0
11680000.0,1.0,36.5,20.6,9.7,5.0,45,Вторичный рынок,Дизайнерский ремонт,Московская область,Пенягино,16.0
11900000.0,1.0,28.0,18.0,7.0,12.0,31,Вторичный рынок,Дизайнерский ремонт,Московская область,Павшино,2.0
4200000.0,1.0,18.3,13.0,2.3,5.0,5,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,36.0
5250000.0,1.0,31.0,18.0,6.0,1.0,4,Вторичный рынок,Косметический ремонт,Московская область,Павшино,6.0
5450000.0,1.0,31.0,18.0,6.0,5.0,5,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,13.0
5700000.0,1.0,45.0,28.0,7.0,1.0,3,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,29.0
5790000.0,1.0,26.6,16.5,5.0,23.0,26,Вторичный рынок,Евроремонт,Московская область,Опалиха,7.0
5800000.0,1.0,32.5,20.0,7.0,7.0,9,Вторичный рынок,Косметический ремонт,Московская область,Павшино,5.0
5800000.0,1.0,28.3,17.0,6.0,3.0,5,Вторичный рынок,Без отделки,Московская область,Павшино,12.0
5840000.0,1.0,23.0,14.5,3.5,4.0,5,Вторичный рынок,Косметический ремонт,Московская область,Павшино,4.0
5800000.0,1.0,31.0,18.0,9.2,3.0,5,Вторичный рынок,Косметический ремонт,Московская область,Павшино,10.0
6000000.0,1.0,23.0,14.5,3.5,4.0,5,Вторичный рынок,Косметический ремонт,Московская область,Павшино,4.0
6100000.0,1.0,30.5,14.0,9.5,13.0,25,Вторичный рынок,Евроремонт,Московская область,Опалиха,7.0
6100000.0,1.0,39.0,10.0,9.9,7.0,18,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,6.0
6100000.0,1.0,39.0,9.0,9.9,5.0,18,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,6.0
6100000.0,1.0,32.0,18.3,9.3,1.0,7,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,19.0
6200000.0,1.0,32.0,17.0,6.0,4.0,5,Вторичный рынок,Евроремонт,Московская область,Красногорская,7.0
6300000.0,1.0,30.0,10.9,8.3,25.0,25,Вторичный рынок,Косметический ремонт,Московская область,Павшино,7.0
6300000.0,1.0,19.5,12.0,8.3,2.0,22,Вторичный рынок,Дизайнерский ремонт,Московская область,Пенягино,8.0
6499000.0,1.0,34.7,19.0,10.0,11.0,16,Вторичный рынок,Без отделки,Московская область,Красногорская,6.0
6500000.0,1.0,31.8,13.7,10.0,19.0,25,Вторичный рынок,Косметический ремонт,Московская область,Тушинская,17.0
6550000.0,1.0,34.0,15.0,11.0,4.0,12,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,16.0
6650000.0,1.0,34.0,15.0,11.0,6.0,12,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,16.0
6750000.0,1.0,34.0,18.0,6.0,1.0,6,Вторичный рынок,Евроремонт,Московская область,Опалиха,19.0
6800000.0,1.0,35.5,14.9,11.5,12.0,25,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,7.0
6800000.0,1.0,40.8,17.0,14.9,2.0,8,Вторичный рынок,Без отделки,Московская область,Опалиха,16.0
6800000.0,1.0,35.5,16.0,11.5,2.0,12,Вторичный рынок,Без отделки,Московская область,Опалиха,15.0
6890000.0,1.0,35.4,17.0,8.4,4.0,14,Вторичный рынок,Евроремонт,Московская область,Тушинская,16.0
6800000.0,1.0,37.9,18.0,9.0,9.0,18,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,5.0
6800000.0,1.0,35.1,17.7,8.0,5.0,9,Вторичный рынок,Косметический ремонт,Московская область,Павшино,14.0
6990000.0,1.0,29.0,15.2,5.0,5.0,5,Вторичный рынок,Евроремонт,Московская область,Красногорская,18.0
7000000.0,1.0,37.0,14.5,10.1,15.0,24,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,8.0
7000000.0,1.0,32.6,13.8,8.7,3.0,9,Вторичный рынок,Евроремонт,Московская область,Опалиха,6.0
7000000.0,1.0,46.0,20.0,8.0,11.0,25,Вторичный рынок,Без отделки,Московская область,Павшино,20.0
7000000.0,1.0,38.0,19.0,9.0,9.0,14,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,39.0
7100000.0,1.0,39.6,17.6,8.2,2.0,18,Вторичный рынок,Евроремонт,Московская область,Опалиха,5.0
7200000.0,1.0,40.0,22.4,9.9,4.0,25,Вторичный рынок,Косметический ремонт,Московская область,Тушинская,17.0
7200000.0,1.0,35.6,14.0,11.4,7.0,24,Вторичный рынок,Евроремонт,Московская область,Опалиха,7.0
7200000.0,1.0,40.0,15.7,8.2,2.0,11,Вторичный рынок,Евроремонт,Московская область,Опалиха,6.0
7200000.0,1.0,32.0,19.0,6.0,3.0,5,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,15.0
7200000.0,1.0,38.0,19.0,8.0,7.0,17,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,6.0
7200000.0,1.0,39.5,10.0,9.9,2.0,18,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,8.0
7290000.0,1.0,38.4,16.8,10.4,14.0,26,Вторичный рынок,Евроремонт,Московская область,Опалиха,6.0
7300000.0,1.0,39.3,13.2,13.2,22.0,25,Вторичный рынок,Евроремонт,Московская область,Опалиха,5.0
7300000.0,1.0,39.3,19.5,9.4,3.0,14,Вторичный рынок,Косметический ремонт,Московская область,Павшино,7.0
7400000.0,1.0,39.5,12.7,15.1,22.0,25,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,6.0
7400000.0,1.0,34.0,15.0,8.0,9.0,9,Вторичный рынок,Евроремонт,Московская область,Красногорская,6.0
7499000.0,1.0,32.0,15.0,10.0,2.0,8,Вторичный рынок,Без отделки,Московская область,Опалиха,4.0
7450000.0,1.0,32.2,15.0,9.1,9.0,12,Вторичный рынок,Евроремонт,Московская область,Опалиха,10.0
7500000.0,1.0,32.0,17.0,10.0,7.0,21,Вторичный рынок,Евроремонт,Московская область,Павшино,12.0
7500000.0,1.0,57.0,20.6,12.0,1.0,10,Вторичный рынок,Косметический ремонт,Московская область,Митино,12.0
7500000.0,1.0,37.4,15.2,11.1,5.0,25,Вторичный рынок,Без отделки,Московская область,Опалиха,6.0
7500000.0,1.0,34.0,14.0,10.0,20.0,27,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,6.0
7500000.0,1.0,34.6,20.0,7.0,12.0,12,Вторичный рынок,Евроремонт,Московская область,Красногорская,4.0
7590000.0,1.0,35.5,19.0,9.0,8.0,25,Вторичный рынок,Евроремонт,Московская область,Опалиха,6.0
7600000.0,1.0,39.0,17.0,9.0,3.0,18,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,6.0
7720000.0,1.0,46.8,22.3,7.7,1.0,10,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,5.0
7700000.0,1.0,38.8,14.1,13.3,24.0,25,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,7.0
7650000.0,1.0,38.1,18.0,10.0,20.0,26,Вторичный рынок,Евроремонт,Московская область,Опалиха,6.0
7750000.0,1.0,34.6,17.0,10.0,25.0,26,Вторичный рынок,Евроремонт,Московская область,Опалиха,7.0
7800000.0,1.0,39.4,10.0,9.9,12.0,12,Вторичный рынок,Косметический ремонт,Московская область,Павшино,4.0
7800000.0,1.0,40.4,16.3,11.1,1.0,17,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,6.0
7800000.0,1.0,39.5,16.6,12.0,20.0,26,Вторичный рынок,Косметический ремонт,Московская область,Аникеевка,6.0
7750000.0,1.0,41.1,20.0,10.0,8.0,14,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,38.0
7800000.0,1.0,37.0,15.2,9.1,24.0,26,Вторичный рынок,Дизайнерский ремонт,Московская область,Опалиха,6.0
7950000.0,1.0,33.4,17.0,9.4,2.0,8,Вторичный рынок,Евроремонт,Московская область,Павшино,11.0
7900000.0,1.0,36.0,20.0,8.0,3.0,4,Вторичный рынок,Евроремонт,Московская область,Павшино,7.0
7900000.0,1.0,34.1,16.3,9.0,1.0,8,Вторичный рынок,Евроремонт,Московская область,Опалиха,16.0
7900000.0,1.0,37.6,21.1,9.8,4.0,24,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,43.0
7999000.0,1.0,33.7,19.2,9.4,10.0,12,Вторичный рынок,Евроремонт,Московская область,Опалиха,12.0
8000000.0,1.0,40.0,11.0,19.0,5.0,9,Вторичный рынок,Евроремонт,Московская область,Красногорская,20.0
8000000.0,1.0,33.0,8.0,9.4,6.0,10,Вторичный рынок,Евроремонт,Московская область,Опалиха,19.0
8000000.0,1.0,33.5,16.2,9.0,1.0,8,Вторичный рынок,Евроремонт,Московская область,Опалиха,14.0
8100000.0,1.0,38.4,21.5,9.8,2.0,8,Вторичный рынок,Без отделки,Московская область,Опалиха,4.0
8199000.0,1.0,47.8,23.4,11.6,2.0,7,Вторичный рынок,Дизайнерский ремонт,Московская область,Красногорская,8.0
8200000.0,1.0,47.2,22.0,12.0,19.0,26,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,6.0
8200000.0,1.0,35.3,15.0,8.3,5.0,17,Вторичный рынок,Евроремонт,Московская область,Митино,7.0
8150000.0,1.0,30.0,17.3,9.1,10.0,21,Вторичный рынок,Дизайнерский ремонт,Московская область,Павшино,12.0
8290000.0,1.0,38.6,16.7,9.3,18.0,25,Вторичный рынок,Евроремонт,Московская область,Опалиха,6.0
8290000.0,1.0,34.1,14.1,11.2,21.0,34,Вторичный рынок,Дизайнерский ремонт,Московская область,Строгино,8.0
8300000.0,1.0,34.2,20.0,12.0,4.0,26,Вторичный рынок,Евроремонт,Московская область,Опалиха,7.0
8490000.0,1.0,31.9,15.0,10.0,11.0,44,Вторичный рынок,Евроремонт,Московская область,Пенягино,14.0
8400000.0,1.0,43.5,11.5,10.2,3.0,8,Вторичный рынок,Без отделки,Московская область,Опалиха,6.0
8500000.0,1.0,44.0,11.0,20.0,17.0,17,Вторичный рынок,Косметический ремонт,Московская область,Павшино,6.0
8500000.0,1.0,36.4,10.0,9.7,3.0,25,Вторичный рынок,Дизайнерский ремонт,Московская область,Опалиха,6.0
8500000.0,1.0,39.2,14.0,10.4,14.0,25,Вторичный рынок,Евроремонт,Московская область,Митино,12.0
8600000.0,1.0,48.5,17.7,13.5,15.0,17,Вторичный рынок,Евроремонт,Московская область,Опалиха,6.0
8600000.0,1.0,44.0,17.5,10.0,5.0,14,Вторичный рынок,Евроремонт,Московская область,Красногорская,10.0
8700000.0,1.0,47.6,20.0,11.5,18.0,25,Вторичный рынок,Евроремонт,Московская область,Опалиха,5.0
8700000.0,1.0,41.6,19.0,18.0,20.0,23,Вторичный рынок,Косметический ремонт,Московская область,Павшино,8.0
8700000.0,1.0,37.9,21.3,9.8,1.0,12,Вторичный рынок,Косметический ремонт,Московская область,Павшино,5.0
8700000.0,1.0,43.0,22.0,11.0,2.0,14,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,6.0
8690000.0,1.0,36.3,20.0,8.0,4.0,19,Вторичный рынок,Без отделки,Московская область,Мякинино,16.0
8875000.0,1.0,48.0,18.0,13.0,10.0,17,Вторичный рынок,Евроремонт,Московская область,Красногорская,7.0
8990000.0,1.0,46.0,18.0,13.0,15.0,16,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,30.0
8999999.0,1.0,42.9,16.0,13.0,1.0,24,Вторичный рынок,Дизайнерский ремонт,Московская область,Павшино,8.0
8950000.0,1.0,45.0,19.0,13.0,8.0,24,Вторичный рынок,Евроремонт,Московская область,Аникеевка,6.0
8900000.0,1.0,39.0,20.0,10.0,16.0,25,Вторичный рынок,Евроремонт,Московская область,Пенягино,10.0
8900000.0,1.0,40.5,18.0,12.0,16.0,25,Вторичный рынок,Евроремонт,Московская область,Мякинино,24.0
8950000.0,1.0,39.7,22.2,9.9,10.0,25,Вторичный рынок,Косметический ремонт,Московская область,Пенягино,12.0
9050000.0,1.0,39.9,19.0,8.0,16.0,17,Вторичный рынок,Евроремонт,Московская область,Павшино,19.0
9000000.0,1.0,38.0,20.0,15.0,7.0,33,Вторичный рынок,Евроремонт,Московская область,Строгино,8.0
9249000.0,1.0,40.0,12.0,20.0,10.0,21,Вторичный рынок,Евроремонт,Московская область,Павшино,8.0
9300000.0,1.0,46.1,17.9,10.4,19.0,24,Вторичный рынок,Дизайнерский ремонт,Московская область,Опалиха,6.0
9300000.0,1.0,45.8,18.8,12.8,14.0,17,Вторичный рынок,Евроремонт,Московская область,Опалиха,6.0
9316380.0,1.0,59.34,35.1,14.5,3.0,3,Вторичный рынок,Без отделки,Московская область,Аникеевка,3.0
9300000.0,1.0,54.0,26.0,12.0,7.0,10,Вторичный рынок,Евроремонт,Московская область,Опалиха,15.0
9350000.0,1.0,44.6,17.9,10.4,19.0,24,Вторичный рынок,Евроремонт,Московская область,Аникеевка,6.0
9400000.0,1.0,33.0,17.0,6.0,13.0,45,Вторичный рынок,Евроремонт,Московская область,Пенягино,14.0
9500000.0,1.0,42.3,18.0,8.5,3.0,16,Вторичный рынок,Косметический ремонт,Московская область,Пенягино,11.0
9500000.0,1.0,35.0,9.0,20.0,6.0,8,Вторичный рынок,Косметический ремонт,Московская область,Пенягино,14.0
9500000.0,1.0,37.7,18.0,8.0,8.0,17,Вторичный рынок,Косметический ремонт,Московская область,Пенягино,10.0
9500000.0,1.0,35.0,19.8,9.5,6.0,8,Вторичный рынок,Евроремонт,Московская область,Пенягино,14.0
9500000.0,1.0,42.0,19.4,8.7,7.0,19,Вторичный рынок,Евроремонт,Московская область,Пенягино,9.0
9500000.0,1.0,40.0,14.1,13.5,25.0,25,Вторичный рынок,Дизайнерский ремонт,Московская область,Опалиха,7.0
9499999.0,1.0,34.6,12.0,10.0,5.0,8,Вторичный рынок,Дизайнерский ремонт,Московская область,Опалиха,16.0
9500000.0,1.0,40.0,14.0,13.5,25.0,25,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,7.0
9499999.0,1.0,42.8,24.8,12.7,4.0,6,Вторичный рынок,Дизайнерский ремонт,Московская область,Аникеевка,17.0
9500000.0,1.0,37.8,19.0,6.0,2.0,17,Вторичный рынок,Косметический ремонт,Московская область,Пенягино,7.0
9600000.0,1.0,38.7,18.9,9.0,6.0,26,Вторичный рынок,Евроремонт,Московская область,Пенягино,6.0
9600000.0,1.0,47.0,23.0,12.0,15.0,25,Вторичный рынок,Дизайнерский ремонт,Московская область,Павшино,3.0
9550000.0,1.0,34.0,14.0,9.5,3.0,7,Вторичный рынок,Евроремонт,Московская область,Пенягино,18.0
9600000.0,1.0,37.0,19.0,8.0,3.0,17,Вторичный рынок,Евроремонт,Московская область,Пенягино,7.0
9700000.0,1.0,45.0,28.0,12.0,6.0,17,Вторичный рынок,Косметический ремонт,Московская область,Пятницкое шоссе,10.0
9700000.0,1.0,37.0,17.0,9.3,17.0,19,Вторичный рынок,Евроремонт,Московская область,Мякинино,16.0
9700000.0,1.0,35.0,20.0,6.0,35.0,45,Вторичный рынок,Евроремонт,Московская область,Пенягино,16.0
9700000.0,1.0,41.2,14.0,20.0,17.0,25,Вторичный рынок,Дизайнерский ремонт,Московская область,Павшино,20.0
9800000.0,1.0,40.2,18.9,13.0,21.0,23,Вторичный рынок,Косметический ремонт,Московская область,Мякинино,15.0
9800000.0,1.0,46.1,25.4,10.5,9.0,17,Вторичный рынок,Евроремонт,Московская область,Опалиха,6.0
12550000.0,2.0,60.7,40.0,13.0,2.0,7,Вторичный рынок,Косметический ремонт,Московская область,Мякинино,20.0
7500000.0,2.0,42.0,28.0,6.0,5.0,5,Вторичный рынок,Косметический ремонт,Московская область,Павшино,11.0
11690000.0,2.0,61.0,31.0,12.0,6.0,8,Вторичный рынок,Без отделки,Московская область,Опалиха,17.0
12700000.0,2.0,70.1,37.6,12.4,4.0,6,Вторичный рынок,Косметический ремонт,Московская область,Аникеевка,16.0
12650000.0,2.0,46.1,23.7,14.6,4.0,15,Вторичный рынок,Дизайнерский ремонт,Московская область,Пенягино,19.0
18000000.0,2.0,68.0,35.0,17.0,30.0,44,Вторичный рынок,Дизайнерский ремонт,Московская область,Пенягино,18.0
12546450.0,2.0,73.5,39.5,13.3,6.0,22,Вторичный рынок,Без отделки,Московская область,Пенягино,10.0
11500000.0,2.0,56.0,22.0,13.0,3.0,24,Вторичный рынок,Дизайнерский ремонт,Московская область,Опалиха,6.0
9500000.0,2.0,44.0,26.0,7.0,1.0,8,Вторичный рынок,Евроремонт,Московская область,Митино,17.0
10500000.0,2.0,50.3,25.0,6.0,22.0,25,Вторичный рынок,Евроремонт,Московская область,Митино,11.0
11190000.0,2.0,64.4,30.1,13.6,7.0,9,Вторичный рынок,Евроремонт,Московская область,Митино,14.0
11500000.0,2.0,40.0,31.0,6.5,32.0,44,Вторичный рынок,Дизайнерский ремонт,Московская область,Пенягино,15.0
12500000.0,2.0,60.7,17.0,11.7,7.0,17,Вторичный рынок,Евроремонт,Московская область,Опалиха,6.0
49500000.0,2.0,109.0,59.0,15.0,8.0,8,Вторичный рынок,Дизайнерский ремонт,Московская область,Мякинино,14.0
51500000.0,2.0,78.6,10.0,13.1,3.0,4,Вторичный рынок,Дизайнерский ремонт,Московская область,Мякинино,14.0
53000000.0,2.0,79.3,12.0,13.2,3.0,4,Вторичный рынок,Дизайнерский ремонт,Московская область,Мякинино,14.0
8000000.0,2.0,35.0,16.0,16.0,3.0,3,Вторичный рынок,Дизайнерский ремонт,Московская область,Аникеевка,5.0
8500000.0,2.0,43.5,28.2,6.0,1.0,5,Вторичный рынок,Евроремонт,Московская область,Павшино,14.0
8800000.0,2.0,42.0,28.0,6.0,5.0,5,Вторичный рынок,Косметический ремонт,Московская область,Павшино,5.0
9650000.0,2.0,52.0,30.0,9.0,8.0,25,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,7.0
9800000.0,2.0,66.0,35.9,11.2,10.0,25,Вторичный рынок,Евроремонт,Московская область,Красногорская,9.0
10000000.0,2.0,50.0,15.0,30.0,6.0,21,Вторичный рынок,Евроремонт,Московская область,Павшино,12.0
10300000.0,2.0,47.0,25.9,10.5,16.0,18,Вторичный рынок,Дизайнерский ремонт,Московская область,Павшино,18.0
10500000.0,2.0,47.2,32.0,9.0,11.0,12,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,6.0
10700000.0,2.0,52.0,30.0,12.0,10.0,26,Вторичный рынок,Дизайнерский ремонт,Московская область,Опалиха,6.0
12300000.0,2.0,51.0,26.0,10.0,3.0,17,Вторичный рынок,Евроремонт,Московская область,Красногорская,7.0
13900000.0,2.0,72.0,40.0,12.0,11.0,17,Вторичный рынок,Евроремонт,Московская область,Пенягино,10.0
13990000.0,2.0,61.0,32.7,10.0,23.0,25,Вторичный рынок,Дизайнерский ремонт,Московская область,Павшино,3.0
16300000.0,2.0,63.6,38.0,13.0,2.0,8,Вторичный рынок,Дизайнерский ремонт,Московская область,Опалиха,6.0
17500000.0,2.0,91.6,48.7,14.3,15.0,25,Вторичный рынок,Евроремонт,Московская область,Мякинино,26.0
19900000.0,2.0,75.0,50.0,20.0,20.0,25,Вторичный рынок,Дизайнерский ремонт,Московская область,Пенягино,13.0
22300000.0,2.0,101.2,81.0,15.2,20.0,21,Вторичный рынок,Без отделки,Московская область,Мякинино,27.0
5500000.0,2.0,40.0,22.4,9.9,1.0,3,Вторичный рынок,Без отделки,Московская область,Павшино,4.0
7200000.0,2.0,34.49,22.9,5.0,12.0,24,Вторичный рынок,Без отделки,Московская область,Красногорская,14.0
8800000.0,2.0,54.0,32.0,8.0,9.0,9,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,7.0
10599999.0,2.0,48.6,28.0,10.7,7.0,8,Вторичный рынок,Евроремонт,Московская область,Опалиха,4.0
11000000.0,2.0,50.0,10.0,10.8,6.0,8,Вторичный рынок,Евроремонт,Московская область,Опалиха,5.0
11000000.0,2.0,43.0,19.6,5.0,3.0,19,Вторичный рынок,Косметический ремонт,Московская область,Мякинино,15.0
11000000.0,2.0,50.0,27.4,10.8,2.0,4,Вторичный рынок,Дизайнерский ремонт,Московская область,Опалиха,14.0
11000000.0,2.0,38.8,27.0,9.0,18.0,46,Вторичный рынок,Евроремонт,Московская область,Пенягино,15.0
11250000.0,2.0,55.0,30.0,10.0,8.0,25,Вторичный рынок,Евроремонт,Московская область,Павшино,13.0
11600000.0,2.0,50.0,28.0,9.8,18.0,23,Вторичный рынок,Дизайнерский ремонт,Московская область,Мякинино,15.0
12000000.0,2.0,43.57,20.0,18.5,31.0,44,Вторичный рынок,Дизайнерский ремонт,Московская область,Красногорская,9.0
12800000.0,2.0,40.0,22.4,9.9,9.0,45,Вторичный рынок,Дизайнерский ремонт,Московская область,Пенягино,16.0
13900000.0,2.0,72.8,33.0,12.5,9.0,16,Вторичный рынок,Евроремонт,Московская область,Пенягино,14.0
13900000.0,2.0,43.6,23.0,15.2,14.0,44,Вторичный рынок,Евроремонт,Московская область,Павшино,19.0
14000000.0,2.0,57.0,35.0,10.3,18.0,25,Вторичный рынок,Дизайнерский ремонт,Московская область,Павшино,3.0
13990000.0,2.0,64.0,36.0,10.0,14.0,20,Вторичный рынок,Евроремонт,Московская область,Пенягино,11.0
14300000.0,2.0,61.0,40.0,12.0,16.0,17,Вторичный рынок,Евроремонт,Московская область,Пенягино,9.0
15500000.0,2.0,88.0,45.0,15.0,17.0,25,Вторичный рынок,Евроремонт,Московская область,Павшино,3.0
15991000.0,2.0,60.0,35.0,10.0,23.0,29,Вторичный рынок,Евроремонт,Московская область,Волоколамская,15.0
16400000.0,2.0,72.2,36.1,14.7,10.0,18,Вторичный рынок,Евроремонт,Московская область,Митино,6.0
8200000.0,2.0,36.94,24.0,5.0,19.0,23,Вторичный рынок,Без отделки,Московская область,Красногорская,15.0
9600000.0,2.0,58.0,32.0,15.0,23.0,26,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,40.0
11300000.0,2.0,57.0,33.0,10.0,2.0,5,Вторичный рынок,Косметический ремонт,Московская область,Павшино,13.0
11500000.0,2.0,38.8,25.0,9.0,18.0,46,Вторичный рынок,Евроремонт,Московская область,Пенягино,14.0
11500000.0,2.0,48.0,25.0,10.0,13.0,33,Вторичный рынок,Евроремонт,Московская область,Строгино,8.0
11950000.0,2.0,44.0,26.0,10.0,3.0,45,Вторичный рынок,Евроремонт,Московская область,Пенягино,18.0
12300000.0,2.0,43.5,25.0,11.0,19.0,23,Вторичный рынок,Дизайнерский ремонт,Московская область,Мякинино,20.0
12400000.0,2.0,57.9,31.4,11.4,12.0,17,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,6.0
12400000.0,2.0,49.6,26.0,9.0,3.0,7,Вторичный рынок,Дизайнерский ремонт,Московская область,Опалиха,11.0
12450000.0,2.0,40.4,22.6,10.0,42.0,44,Вторичный рынок,Дизайнерский ремонт,Московская область,Пенягино,16.0
13300000.0,2.0,73.2,27.8,20.8,8.0,9,Вторичный рынок,Евроремонт,Московская область,Опалиха,12.0
13760000.0,2.0,43.0,23.9,10.2,20.0,45,Вторичный рынок,Дизайнерский ремонт,Московская область,Пенягино,16.0
13800000.0,2.0,80.0,41.0,14.0,13.0,24,Вторичный рынок,Евроремонт,Московская область,Аникеевка,7.0
