цена,комнат,площадь,жилая_площадь,площадь_кухни,этаж,этажность_дома,тип_рынка,отделка,регион,станция_метро,минут_до_метро
39000000.0,2.0,55.0,31.7,15.0,4.0,13,Вторичный рынок,Без отделки,Москва,Чеховская,6.0
12750000.0,2.0,49.7,28.7,10.0,7.0,16,Вторичный рынок,Косметический ремонт,Москва,Домодедовская,12.0
15200000.0,2.0,54.5,33.7,7.3,4.0,5,Вторичный рынок,Без отделки,Москва,Крымская,13.0
10700000.0,2.0,43.6,30.0,7.0,1.0,9,Вторичный рынок,Без отделки,Москва,Депо,8.0
17000000.0,2.0,55.4,30.4,11.9,12.0,14,Вторичный рынок,Косметический ремонт,Москва,Крымская,16.0
18490000.0,2.0,50.5,19.9,20.5,19.0,30,Вторичный рынок,Евроремонт,Москва,Окская,15.0
17500000.0,2.0,59.0,30.0,18.0,18.0,18,Вторичный рынок,Без отделки,Москва,Ботанический сад,20.0
20500000.0,2.0,60.5,29.0,20.0,13.0,30,Вторичный рынок,Без отделки,Москва,Угрешская,7.0
41000000.0,2.0,53.6,31.6,6.0,7.0,7,Вторичный рынок,Без отделки,Москва,Смоленская,9.0
12950000.0,2.0,56.0,33.0,11.0,17.0,18,Вторичный рынок,Без отделки,Москва,Покровское,32.0
21500000.0,2.0,81.0,43.0,15.0,18.0,25,Вторичный рынок,Дизайнерский ремонт,Москва,Волоколамская,11.0
13400000.0,2.0,56.7,30.8,11.3,2.0,16,Вторичный рынок,Косметический ремонт,Москва,Бунинская Аллея,23.0
12500000.0,2.0,43.0,27.3,6.0,1.0,5,Вторичный рынок,Без отделки,Москва,Дубровка,17.0
15900000.0,2.0,42.0,27.0,6.0,5.0,9,Вторичный рынок,Косметический ремонт,Москва,Бауманская,9.0
15800000.0,2.0,56.0,32.0,10.0,15.0,16,Вторичный рынок,Евроремонт,Москва,Щелковская,3.0
12000000.0,2.0,64.3,29.0,28.0,3.0,15,Вторичный рынок,Косметический ремонт,Москва,Щербинка,9.0
15800000.0,2.0,56.0,34.0,10.0,16.0,16,Вторичный рынок,Евроремонт,Москва,Щелковская,3.0
15500000.0,2.0,58.0,32.0,10.3,3.0,14,Вторичный рынок,Евроремонт,Москва,Кузьминки,18.0
21700000.0,2.0,56.4,20.6,20.6,5.0,24,Вторичный рынок,Евроремонт,Москва,Верхние Котлы,16.0
59990000.0,2.0,73.0,38.8,10.0,4.0,14,Вторичный рынок,Без отделки,Москва,Серпуховская,10.0
49000000.0,2.0,99.0,52.2,14.8,28.0,42,Вторичный рынок,Без отделки,Москва,Фили,6.0
15500000.0,2.0,53.0,30.0,9.0,24.0,26,Вторичный рынок,Евроремонт,Москва,Пятницкое шоссе,27.0
11500000.0,2.0,43.5,27.0,6.0,6.0,9,Вторичный рынок,Евроремонт,Москва,Красный Строитель,15.0
12890000.0,2.0,44.5,29.6,6.0,1.0,12,Вторичный рынок,Евроремонт,Москва,Окская,3.0
14990000.0,2.0,44.7,31.0,6.5,2.0,5,Вторичный рынок,Косметический ремонт,Москва,Окская,12.0
20400000.0,2.0,63.2,34.1,11.0,2.0,7,Вторичный рынок,Без отделки,Москва,Динамо,6.0
10000000.0,2.0,45.0,30.0,7.0,1.0,9,Вторичный рынок,Косметический ремонт,Москва,Москворечье,16.0
18400000.0,2.0,50.2,34.0,9.0,8.0,16,Вторичный рынок,Евроремонт,Москва,Багратионовская,10.0
21900000.0,2.0,73.9,41.6,11.6,3.0,23,Вторичный рынок,Косметический ремонт,Москва,Партизанская,26.0
12500000.0,2.0,44.4,27.9,6.0,2.0,9,Вторичный рынок,Косметический ремонт,Москва,Бульвар Рокоссовского,18.0
12000000.0,2.0,44.8,30.0,7.5,1.0,9,Вторичный рынок,Без отделки,Москва,Кунцевская,6.0
25490000.0,2.0,65.0,38.0,12.0,5.0,5,Вторичный рынок,Косметический ремонт,Москва,Улица 1905 года,12.0
12500000.0,2.0,58.3,34.0,20.0,20.0,22,Вторичный рынок,Косметический ремонт,Москва,Некрасовка,16.0
15600000.0,2.0,51.6,29.0,10.0,8.0,12,Вторичный рынок,Евроремонт,Москва,Отрадное,15.0
23000000.0,2.0,54.3,31.3,8.1,5.0,9,Вторичный рынок,Косметический ремонт,Москва,Студенческая,4.0
20000000.0,2.0,53.0,25.0,11.0,1.0,23,Вторичный рынок,Косметический ремонт,Москва,Лесопарковая,9.0
13900000.0,2.0,40.0,12.1,17.7,4.0,25,Вторичный рынок,Евроремонт,Москва,Домодедовская,18.0
16000000.0,2.0,59.8,33.7,12.7,3.0,17,Вторичный рынок,Косметический ремонт,Москва,Люблино,25.0
19600000.0,2.0,63.0,33.3,11.9,16.0,17,Вторичный рынок,Косметический ремонт,Москва,Аминьевская,16.0
12000000.0,2.0,51.0,27.9,6.0,1.0,9,Вторичный рынок,Без отделки,Москва,ВДНХ,21.0
24900000.0,2.0,45.3,29.9,5.0,5.0,9,Вторичный рынок,Евроремонт,Москва,Павелецкая,6.0
27999000.0,2.0,52.0,32.0,10.0,3.0,11,Вторичный рынок,Дизайнерский ремонт,Москва,Беломорская,20.0
12300000.0,2.0,58.0,29.0,10.5,14.0,16,Вторичный рынок,Косметический ремонт,Москва,Медведково,17.0
21000000.0,2.0,53.0,28.9,11.0,11.0,12,Вторичный рынок,Евроремонт,Москва,Профсоюзная,9.0
13980000.0,2.0,51.0,27.9,9.5,17.0,17,Вторичный рынок,Косметический ремонт,Москва,Солнцево,11.0
19900000.0,2.0,61.0,34.0,12.1,4.0,24,Вторичный рынок,Евроремонт,Москва,Волгоградский проспект,5.0
15999000.0,2.0,51.7,24.1,20.2,5.0,33,Вторичный рынок,Евроремонт,Москва,Локомотив,16.0
19900000.0,2.0,57.1,36.5,8.5,8.0,8,Вторичный рынок,Евроремонт,Москва,Октябрьское поле,13.0
14000000.0,2.0,58.3,30.3,11.9,7.0,12,Вторичный рынок,Косметический ремонт,Москва,Люблино,31.0
21500000.0,2.0,60.0,38.5,7.0,4.0,7,Вторичный рынок,Без отделки,Москва,Панфиловская,8.0
12000000.0,2.0,54.3,29.0,12.1,7.0,15,Вторичный рынок,Без отделки,Москва,Коммунарка,12.0
19000000.0,2.0,54.5,29.7,8.0,2.0,5,Вторичный рынок,Евроремонт,Москва,Багратионовская,8.0
17100000.0,2.0,52.0,30.0,8.0,10.0,17,Вторичный рынок,Косметический ремонт,Москва,Селигерская,6.0
11800000.0,2.0,36.0,22.0,6.3,4.0,33,Вторичный рынок,Косметический ремонт,Москва,Нижегородская,14.0
14300000.0,2.0,38.0,22.6,6.9,9.0,9,Вторичный рынок,Косметический ремонт,Москва,Проспект Вернадского,11.0
13000000.0,2.0,49.5,31.0,6.0,1.0,12,Вторичный рынок,Косметический ремонт,Москва,Юго-Западная,14.0
17000000.0,2.0,45.6,25.2,10.4,6.0,9,Вторичный рынок,Косметический ремонт,Москва,Новаторская,18.0
18250000.0,2.0,64.0,34.5,13.0,15.0,17,Вторичный рынок,Евроремонт,Москва,Коммунарка,20.0
24800000.0,2.0,55.0,32.0,9.0,12.0,12,Вторичный рынок,Евроремонт,Москва,Аэропорт,14.0
13500000.0,2.0,45.0,30.0,6.5,4.0,8,Вторичный рынок,Евроремонт,Москва,Авиамоторная,10.0
14200000.0,2.0,42.3,31.3,6.0,3.0,5,Вторичный рынок,Косметический ремонт,Москва,Хорошево,8.0
34499000.0,2.0,49.5,32.4,12.0,32.0,44,Вторичный рынок,Дизайнерский ремонт,Москва,Улица 1905 года,12.0
15600000.0,2.0,50.8,31.0,9.0,9.0,17,Вторичный рынок,Косметический ремонт,Москва,Свиблово,5.0
15950000.0,2.0,52.1,30.5,8.8,3.0,12,Вторичный рынок,Косметический ремонт,Москва,Народное Ополчение,9.0
19500000.0,2.0,60.0,28.0,19.0,20.0,30,Вторичный рынок,Без отделки,Москва,Угрешская,9.0
18400000.0,2.0,58.1,30.2,11.5,10.0,14,Вторичный рынок,Без отделки,Москва,Дубровка,4.0
14798577.0,2.0,39.5,22.1,9.9,22.0,29,Вторичный рынок,Без отделки,Москва,Бульвар Рокоссовского,8.0
42343350.0,2.0,56.8,30.8,11.3,13.0,19,Вторичный рынок,Без отделки,Москва,Красные ворота,10.0
33793033.0,2.0,50.2,27.5,10.8,15.0,24,Вторичный рынок,Без отделки,Москва,Павелецкая,15.0
22300740.0,2.0,46.0,25.4,10.4,10.0,16,Вторичный рынок,Без отделки,Москва,Свиблово,8.0
13000000.0,2.0,46.0,28.0,6.0,1.0,9,Вторичный рынок,Евроремонт,Москва,Отрадное,18.0
9500000.0,2.0,44.2,27.9,6.0,9.0,9,Вторичный рынок,Косметический ремонт,Москва,Юго-Восточная,20.0
16790000.0,2.0,62.2,35.0,10.0,15.0,16,Вторичный рынок,Косметический ремонт,Москва,Аминьевская,17.0
13300000.0,2.0,45.5,28.9,7.0,5.0,14,Вторичный рынок,Косметический ремонт,Москва,Коптево,17.0
11600000.0,2.0,47.7,30.0,6.7,12.0,12,Вторичный рынок,Без отделки,Москва,Шипиловская,20.0
17000000.0,2.0,53.3,30.4,12.0,3.0,14,Вторичный рынок,Косметический ремонт,Москва,Молодежная,12.0
20600000.0,2.0,69.0,45.4,9.0,15.0,28,Вторичный рынок,Косметический ремонт,Москва,Фили,18.0
12500000.0,2.0,43.8,24.3,10.3,3.0,5,Вторичный рынок,Косметический ремонт,Москва,Народное Ополчение,21.0
22200000.0,2.0,57.0,32.9,10.1,16.0,22,Вторичный рынок,Евроремонт,Москва,Новаторская,10.0
40000000.0,2.0,64.0,37.0,7.0,18.0,22,Вторичный рынок,Дизайнерский ремонт,Москва,Шаболовская,14.0
16050000.0,2.0,55.8,30.3,11.3,23.0,23,Вторичный рынок,Косметический ремонт,Москва,Рязанский проспект,11.0
20400000.0,2.0,63.1,32.0,20.0,6.0,20,Вторичный рынок,Косметический ремонт,Москва,Домодедовская,17.0
7650000.0,2.0,26.8,15.7,8.9,2.0,2,Вторичный рынок,Дизайнерский ремонт,Москва,Петровский парк,16.0
13000000.0,2.0,53.0,30.7,9.5,9.0,17,Вторичный рынок,Косметический ремонт,Москва,Лухмановская,27.0
15600000.0,2.0,60.0,34.0,10.0,20.0,25,Вторичный рынок,Косметический ремонт,Москва,Пыхтино,21.0
7900000.0,2.0,36.9,29.0,9.7,3.0,5,Вторичный рынок,Косметический ремонт,Москва,Окружная,2.0
14900000.0,2.0,44.7,24.7,10.3,4.0,5,Вторичный рынок,Косметический ремонт,Москва,Зюзино,11.0
12700000.0,2.0,42.0,26.0,6.0,3.0,5,Вторичный рынок,Косметический ремонт,Москва,Алексеевская,14.0
14250000.0,2.0,50.5,30.5,8.3,4.0,10,Вторичный рынок,Евроремонт,Москва,Улица Скобелевская,9.0
18290000.0,2.0,61.0,29.0,21.0,19.0,22,Вторичный рынок,Евроремонт,Москва,Саларьево,26.0
13500000.0,2.0,58.0,34.0,10.1,1.0,17,Вторичный рынок,Косметический ремонт,Москва,Солнцево,14.0
26900000.0,2.0,42.1,28.7,10.1,2.0,6,Вторичный рынок,Евроремонт,Москва,Чеховская,3.0
25000000.0,2.0,55.0,29.9,9.0,6.0,12,Вторичный рынок,Косметический ремонт,Москва,Академическая,12.0
45000000.0,2.0,91.0,41.0,16.0,2.0,6,Вторичный рынок,Без отделки,Москва,Новокузнецкая,11.0
12500000.0,2.0,52.1,30.3,8.7,1.0,14,Вторичный рынок,Евроремонт,Москва,Алма-Атинская,18.0
12900000.0,2.0,47.0,28.0,8.0,6.0,9,Вторичный рынок,Косметический ремонт,Москва,Печатники,10.0
11600000.0,2.0,53.0,31.0,9.0,1.0,12,Вторичный рынок,Косметический ремонт,Москва,Бибирево,15.0
13800000.0,2.0,50.0,30.0,10.0,4.0,17,Вторичный рынок,Косметический ремонт,Москва,Медведково,19.0
12800000.0,2.0,52.2,30.0,9.0,1.0,12,Вторичный рынок,Косметический ремонт,Москва,Владыкино,19.0
12000000.0,2.0,45.0,29.0,6.0,1.0,5,Вторичный рынок,Косметический ремонт,Москва,Щукинская,25.0
27500000.0,2.0,69.0,37.0,15.0,17.0,23,Вторичный рынок,Дизайнерский ремонт,Москва,Ясенево,8.0
12000000.0,2.0,46.6,33.2,6.2,9.0,9,Вторичный рынок,Косметический ремонт,Москва,Аминьевская,16.0
13800000.0,2.0,44.5,27.9,6.0,9.0,9,Вторичный рынок,Косметический ремонт,Москва,Отрадное,6.0
11500000.0,2.0,44.0,29.1,6.0,7.0,9,Вторичный рынок,Косметический ремонт,Москва,Рязанский проспект,11.0
20900000.0,2.0,54.6,29.7,11.2,3.0,6,Вторичный рынок,Дизайнерский ремонт,Москва,Октябрьское поле,13.0
10500000.0,2.0,44.5,28.0,6.0,8.0,9,Вторичный рынок,Косметический ремонт,Москва,Боровское шоссе,25.0
16000000.0,2.0,54.0,30.4,8.3,14.0,14,Вторичный рынок,Косметический ремонт,Москва,Москворечье,14.0
22480000.0,2.0,80.0,45.0,15.5,18.0,23,Вторичный рынок,Евроремонт,Москва,Солнцево,4.0
16700000.0,2.0,57.0,30.6,11.3,14.0,22,Вторичный рынок,Косметический ремонт,Москва,Яхромская,12.0
14000000.0,2.0,58.3,33.7,12.9,2.0,17,Вторичный рынок,Косметический ремонт,Москва,Пятницкое шоссе,7.0
17300000.0,2.0,53.6,27.5,12.8,9.0,18,Вторичный рынок,Косметический ремонт,Москва,Медведково,16.0
15000000.0,2.0,50.4,30.1,8.5,1.0,16,Вторичный рынок,Дизайнерский ремонт,Москва,Чертановская,8.0
15500000.0,2.0,45.1,28.4,9.0,8.0,9,Вторичный рынок,Евроремонт,Москва,Нагатинская,20.0
16900000.0,2.0,56.2,28.0,12.0,2.0,12,Вторичный рынок,Косметический ремонт,Москва,Говорово,15.0
16000000.0,2.0,54.1,32.0,9.0,13.0,16,Вторичный рынок,Косметический ремонт,Москва,Отрадное,22.0
10900000.0,2.0,44.0,35.0,8.0,5.0,5,Вторичный рынок,Без отделки,Москва,Перово,20.0
20900000.0,2.0,56.0,23.0,16.0,5.0,20,Вторичный рынок,Дизайнерский ремонт,Москва,Домодедовская,17.0
40000000.0,2.0,77.7,28.0,31.0,6.0,10,Вторичный рынок,Евроремонт,Москва,Достоевская,12.0
17000000.0,2.0,52.0,36.0,9.8,7.0,13,Вторичный рынок,Косметический ремонт,Москва,Селигерская,10.0
19900000.0,2.0,36.2,22.0,8.0,11.0,37,Вторичный рынок,Дизайнерский ремонт,Москва,Аминьевская,10.0
10800000.0,2.0,43.6,29.0,6.0,2.0,5,Вторичный рынок,Косметический ремонт,Москва,Измайловская,16.0
15200000.0,2.0,49.5,31.0,9.0,12.0,14,Вторичный рынок,Без отделки,Москва,Академическая,15.0
13400000.0,2.0,53.0,29.0,9.5,9.0,14,Вторичный рынок,Косметический ремонт,Москва,Бунинская Аллея,17.0
11800000.0,2.0,43.8,28.4,5.3,7.0,9,Вторичный рынок,Дизайнерский ремонт,Москва,Лианозово,27.0
12650000.0,2.0,57.0,30.5,8.5,14.0,14,Вторичный рынок,Косметический ремонт,Москва,Улица Старокачаловская,12.0
13800000.0,2.0,58.4,34.0,10.0,1.0,14,Вторичный рынок,Косметический ремонт,Москва,Люблино,22.0
11500000.0,2.0,37.1,22.6,7.5,5.0,9,Вторичный рынок,Косметический ремонт,Москва,Варшавская,13.0
11900000.0,2.0,44.1,29.0,6.5,6.0,9,Вторичный рынок,Евроремонт,Москва,Коптево,18.0
14250000.0,2.0,65.8,35.0,13.0,16.0,17,Вторичный рынок,Евроремонт,Москва,Коммунарка,26.0
27500000.0,2.0,64.0,40.8,9.6,9.0,12,Вторичный рынок,Косметический ремонт,Москва,Парк Победы,5.0
22200000.0,2.0,52.5,24.0,10.0,6.0,12,Вторичный рынок,Дизайнерский ремонт,Москва,Рижская,7.0
11490000.0,2.0,47.7,36.0,10.0,3.0,17,Вторичный рынок,Евроремонт,Москва,Коммунарка,26.0
14500000.0,2.0,43.0,29.7,5.5,1.0,5,Вторичный рынок,Косметический ремонт,Москва,Сокольники,11.0
13500000.0,2.0,44.0,32.0,6.0,7.0,9,Вторичный рынок,Без отделки,Москва,Войковская,3.0
8500000.0,2.0,42.9,28.9,4.9,3.0,5,Вторичный рынок,Без отделки,Москва,Внуково,18.0
16600000.0,2.0,58.0,31.5,11.4,2.0,17,Вторичный рынок,Косметический ремонт,Москва,Каховская,8.0
17290000.0,2.0,59.0,32.0,10.0,7.0,14,Вторичный рынок,Косметический ремонт,Москва,Калитники,12.0
11490000.0,2.0,44.9,29.7,6.2,1.0,9,Вторичный рынок,Без отделки,Москва,Царицыно,8.0
15000000.0,2.0,53.5,32.3,9.2,5.0,16,Вторичный рынок,Дизайнерский ремонт,Москва,Шипиловская,5.0
29000000.0,2.0,71.0,40.0,13.0,1.0,12,Вторичный рынок,Евроремонт,Москва,Проспект Вернадского,10.0
22000000.0,2.0,60.4,26.6,17.2,4.0,28,Вторичный рынок,Без отделки,Москва,Рабочий Посёлок,20.0
12400000.0,2.0,54.4,32.3,8.8,6.0,17,Вторичный рынок,Косметический ремонт,Москва,Некрасовка,29.0
16000000.0,2.0,59.0,35.0,13.0,3.0,17,Вторичный рынок,Косметический ремонт,Москва,Рассказовка,15.0
16500000.0,2.0,60.6,32.0,10.0,1.0,14,Вторичный рынок,Евроремонт,Москва,Красный Балтиец,5.0
16490000.0,2.0,56.7,38.2,10.4,10.0,14,Вторичный рынок,Косметический ремонт,Москва,Дегунино,13.0
16530000.0,2.0,38.2,24.2,6.2,1.0,9,Вторичный рынок,Евроремонт,Москва,Новые Черемушки,16.0
18800000.0,2.0,59.1,33.4,10.0,3.0,12,Вторичный рынок,Косметический ремонт,Москва,Молодежная,11.0
12700000.0,2.0,51.7,28.3,10.9,10.0,14,Вторичный рынок,Евроремонт,Москва,Лухмановская,7.0
10970000.0,2.0,42.1,28.2,6.0,1.0,9,Вторичный рынок,Косметический ремонт,Москва,Новогиреево,11.0
12490000.0,2.0,37.0,22.6,7.5,5.0,9,Вторичный рынок,Косметический ремонт,Москва,Беломорская,6.0
30990000.0,2.0,58.6,31.8,25.0,3.0,12,Вторичный рынок,Евроремонт,Москва,Павелецкая,16.0
11600000.0,2.0,45.0,27.0,6.5,9.0,9,Вторичный рынок,Косметический ремонт,Москва,Перово,10.0
10000000.0,2.0,45.0,34.0,8.0,1.0,9,Вторичный рынок,Косметический ремонт,Москва,Первомайская,27.0
15900000.0,2.0,48.4,27.8,8.3,3.0,5,Вторичный рынок,Евроремонт,Москва,Кожуховская,9.0
13950000.0,2.0,40.0,24.0,10.0,5.0,25,Вторичный рынок,Евроремонт,Москва,Павшино,17.0
17100000.0,2.0,45.0,33.0,7.0,3.0,9,Вторичный рынок,Косметический ремонт,Москва,Беляево,13.0
16500000.0,2.0,66.0,36.0,16.0,5.0,17,Вторичный рынок,Евроремонт,Москва,Коммунарка,22.0
11500000.0,2.0,44.5,28.1,6.0,7.0,9,Вторичный рынок,Косметический ремонт,Москва,Марьино,18.0
10300000.0,2.0,44.0,29.0,6.1,1.0,9,Вторичный рынок,Косметический ремонт,Москва,Отрадное,16.0
13500000.0,2.0,49.0,32.0,7.0,1.0,12,Вторичный рынок,Евроремонт,Москва,Сетунь,15.0
13000000.0,2.0,44.0,31.0,12.0,6.0,21,Вторичный рынок,Дизайнерский ремонт,Москва,Ольховая,22.0
21500000.0,2.0,60.0,34.0,10.0,8.0,22,Вторичный рынок,Евроремонт,Москва,Чертановская,14.0
15300000.0,2.0,47.0,27.0,9.0,7.0,17,Вторичный рынок,Евроремонт,Москва,Речной вокзал,20.0
11500000.0,2.0,42.8,25.7,5.2,2.0,5,Вторичный рынок,Евроремонт,Москва,Новогиреево,10.0
13000000.0,2.0,42.5,28.7,5.3,4.0,5,Вторичный рынок,Косметический ремонт,Москва,Войковская,7.0
12500000.0,2.0,37.7,23.1,7.0,2.0,12,Вторичный рынок,Косметический ремонт,Москва,Дмитровская,13.0
11600000.0,2.0,45.9,30.1,6.5,8.0,12,Вторичный рынок,Без отделки,Москва,Отрадное,12.0
13200000.0,2.0,45.8,29.3,6.0,2.0,5,Вторичный рынок,Косметический ремонт,Москва,Планерная,8.0
13800000.0,2.0,57.8,31.4,11.4,3.0,5,Вторичный рынок,Косметический ремонт,Москва,Аминьевская,20.0
8900000.0,2.0,38.0,26.0,8.0,4.0,15,Вторичный рынок,Косметический ремонт,Москва,Улица Горчакова,30.0
14350000.0,2.0,48.6,31.0,9.0,10.0,14,Вторичный рынок,Косметический ремонт,Москва,Гражданская,10.0
12000000.0,2.0,49.7,27.3,10.0,11.0,16,Вторичный рынок,Без отделки,Москва,Выхино,14.0
11500000.0,2.0,54.0,32.2,9.0,11.0,17,Вторичный рынок,Косметический ремонт,Москва,Некрасовка,14.0
28900000.0,2.0,89.0,42.1,16.0,9.0,16,Вторичный рынок,Евроремонт,Москва,Красный Балтиец,16.0
13000000.0,2.0,44.7,28.0,6.0,5.0,9,Вторичный рынок,Евроремонт,Москва,Шипиловская,10.0
12500000.0,2.0,54.0,32.0,8.0,5.0,12,Вторичный рынок,Без отделки,Москва,Бескудниково,14.0
12200000.0,2.0,44.8,29.0,6.0,4.0,5,Вторичный рынок,Косметический ремонт,Москва,Кантемировская,16.0
13480000.0,2.0,46.0,29.4,6.5,5.0,9,Вторичный рынок,Дизайнерский ремонт,Москва,Волжская,13.0
28000000.0,2.0,67.0,32.0,10.0,4.0,9,Вторичный рынок,Евроремонт,Москва,Кутузовская,5.0
13300000.0,2.0,53.8,30.2,8.6,9.0,12,Вторичный рынок,Косметический ремонт,Москва,Бибирево,13.0
13100000.0,2.0,51.0,21.0,9.0,10.0,12,Вторичный рынок,Косметический ремонт,Москва,Алтуфьево,11.0
21990000.0,2.0,55.2,30.0,11.2,2.0,8,Вторичный рынок,Евроремонт,Москва,Университет,18.0
9500000.0,2.0,35.0,27.0,6.5,8.0,9,Вторичный рынок,Косметический ремонт,Москва,Текстильщики,10.0
12500000.0,2.0,40.0,24.5,6.7,8.0,8,Вторичный рынок,Без отделки,Москва,Измайловская,4.0
10500000.0,2.0,42.4,27.5,5.7,4.0,5,Вторичный рынок,Косметический ремонт,Москва,Юго-Восточная,10.0
14900000.0,2.0,41.0,28.0,7.0,11.0,16,Вторичный рынок,Косметический ремонт,Москва,Ленинский проспект,1.0
13900000.0,2.0,44.0,28.0,6.0,5.0,5,Вторичный рынок,Косметический ремонт,Москва,Севастопольская,8.0
12600000.0,2.0,40.0,30.0,10.0,2.0,39,Вторичный рынок,Евроремонт,Москва,Локомотив,18.0
21500000.0,2.0,63.0,39.2,7.2,5.0,8,Вторичный рынок,Евроремонт,Москва,Войковская,5.0
16300000.0,2.0,66.0,34.0,13.0,7.0,17,Вторичный рынок,Косметический ремонт,Москва,Селигерская,5.0
14700000.0,2.0,49.0,26.9,20.0,3.0,26,Вторичный рынок,Косметический ремонт,Москва,Водный стадион,7.0
29900000.0,2.0,68.0,27.0,23.0,6.0,16,Вторичный рынок,Евроремонт,Москва,Давыдково,16.0
12300000.0,2.0,45.0,24.9,6.0,11.0,12,Вторичный рынок,Косметический ремонт,Москва,Новогиреево,8.0
71000000.0,2.0,64.0,38.0,12.0,8.0,33,Вторичный рынок,Дизайнерский ремонт,Москва,Таганская,13.0
25500000.0,2.0,72.1,44.0,19.9,13.0,30,Вторичный рынок,Без отделки,Москва,Ховрино,3.0
12500000.0,2.0,52.2,30.0,9.0,2.0,12,Вторичный рынок,Косметический ремонт,Москва,Боровское шоссе,27.0
15500000.0,2.0,56.6,35.0,12.0,9.0,14,Вторичный рынок,Евроремонт,Москва,Щелковская,23.0
13500000.0,2.0,53.0,27.0,10.0,1.0,4,Вторичный рынок,Евроремонт,Москва,Бунинская Аллея,37.0
25500000.0,2.0,64.4,34.7,12.0,3.0,5,Вторичный рынок,Евроремонт,Москва,Красносельская,11.0
12000000.0,2.0,37.7,24.0,6.0,1.0,14,Вторичный рынок,Евроремонт,Москва,Царицыно,10.0
12700000.0,2.0,37.1,20.9,7.4,9.0,9,Вторичный рынок,Косметический ремонт,Москва,Крымская,5.0
13750000.0,2.0,55.4,30.0,12.0,8.0,14,Вторичный рынок,Косметический ремонт,Москва,Коммунарка,19.0
12900000.0,2.0,46.2,32.0,6.0,2.0,5,Вторичный рынок,Косметический ремонт,Москва,Озёрная,14.0
24300000.0,2.0,72.0,30.0,15.0,18.0,27,Вторичный рынок,Дизайнерский ремонт,Москва,Улица Скобелевская,18.0
11200000.0,2.0,44.0,29.5,6.1,5.0,9,Вторичный рынок,Косметический ремонт,Москва,Яхромская,15.0
11700000.0,2.0,46.0,30.0,6.0,2.0,9,Вторичный рынок,Косметический ремонт,Москва,Царицыно,18.0
15000000.0,2.0,44.9,33.4,5.2,1.0,5,Вторичный рынок,Без отделки,Москва,Зюзино,3.0
20500000.0,2.0,64.7,37.1,8.1,5.0,5,Вторичный рынок,Косметический ремонт,Москва,Войковская,17.0
42000000.0,2.0,52.6,27.3,8.1,4.0,7,Вторичный рынок,Без отделки,Москва,Тверская,6.0
12800000.0,2.0,51.0,32.0,8.5,11.0,14,Вторичный рынок,Косметический ремонт,Москва,Пятницкое шоссе,13.0
19500000.0,2.0,69.1,36.1,15.6,14.0,23,Вторичный рынок,Без отделки,Москва,Новопеределкино,8.0
18990000.0,2.0,60.0,45.0,7.0,1.0,8,Вторичный рынок,Евроремонт,Москва,Белорусская,15.0
18000000.0,2.0,52.0,30.3,9.0,2.0,14,Вторичный рынок,Евроремонт,Москва,Медведково,21.0
26000000.0,2.0,61.6,35.0,10.0,12.0,15,Вторичный рынок,Евроремонт,Москва,Бауманская,12.0
14700000.0,2.0,45.3,27.3,6.0,3.0,9,Вторичный рынок,Косметический ремонт,Москва,Бибирево,10.0
16999999.0,2.0,40.0,28.0,10.0,6.0,9,Вторичный рынок,Косметический ремонт,Москва,Румянцево,18.0
9800000.0,2.0,38.7,22.2,7.2,9.0,12,Вторичный рынок,Без отделки,Москва,Кузьминки,14.0
14700000.0,2.0,43.0,31.1,6.7,4.0,5,Вторичный рынок,Косметический ремонт,Москва,Хорошево,9.0
34000000.0,2.0,54.4,35.5,8.0,8.0,11,Вторичный рынок,Евроремонт,Москва,Смоленская,8.0
30500000.0,2.0,58.5,34.0,9.8,8.0,10,Вторичный рынок,Косметический ремонт,Москва,Баррикадная,13.0
14800000.0,2.0,59.0,29.3,10.3,11.0,22,Вторичный рынок,Евроремонт,Москва,Некрасовка,13.0
14900000.0,2.0,52.7,32.0,8.0,5.0,9,Вторичный рынок,Косметический ремонт,Москва,Давыдково,23.0
22000000.0,2.0,64.7,34.8,12.0,2.0,6,Вторичный рынок,Евроремонт,Москва,Улица 1905 года,13.0
16900000.0,2.0,52.3,30.0,11.8,21.0,22,Вторичный рынок,Дизайнерский ремонт,Москва,Спартак,7.0
18100000.0,2.0,51.2,28.0,10.9,9.0,9,Вторичный рынок,Евроремонт,Москва,Дмитровская,9.0
29300000.0,2.0,66.5,24.0,24.0,14.0,20,Вторичный рынок,Косметический ремонт,Москва,Тульская,17.0
16300000.0,2.0,56.4,33.0,12.5,3.0,15,Вторичный рынок,Косметический ремонт,Москва,Первомайская,19.0
19500000.0,2.0,58.0,36.0,12.0,2.0,28,Вторичный рынок,Евроремонт,Москва,Речной вокзал,22.0
35000000.0,2.0,68.7,30.8,21.5,8.0,28,Вторичный рынок,Евроремонт,Москва,Раменки,9.0
15000000.0,2.0,52.0,30.7,10.0,9.0,14,Вторичный рынок,Косметический ремонт,Москва,Яхромская,24.0
22998000.0,2.0,58.0,35.6,9.7,3.0,8,Вторичный рынок,Евроремонт,Москва,Академическая,18.0
11600000.0,2.0,45.0,30.4,7.0,4.0,5,Вторичный рынок,Косметический ремонт,Москва,Соколиная Гора,8.0
